,Time Stamp,Window,Suration
682,2020-05-15 09:09:31.830816,(2) WhatsApp - Google Chrome,4
683,2020-05-15 09:09:35.891172,Meet - Assy team morning Meeting - Google Chrome,20
684,2020-05-15 09:09:56.000643,,2
685,2020-05-15 09:09:58.085056,HM3H - Capcity - Excel,3
686,2020-05-15 09:10:01.112856,,1
687,2020-05-15 09:10:02.146492,Meet - Assy team morning Meeting - Google Chrome,1
688,2020-05-15 09:10:03.219786,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,22
689,2020-05-15 09:10:25.294444,Meet - Assy team morning Meeting - Google Chrome,108
690,2020-05-15 09:12:13.594390,,15
691,2020-05-15 09:12:28.672719,Meet - Assy team morning Meeting - Google Chrome,28
692,2020-05-15 09:12:56.779357,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,1
693,2020-05-15 09:12:57.812544,(3) WhatsApp - Google Chrome,3
694,2020-05-15 09:13:00.840464,(2) WhatsApp - Google Chrome,1
695,2020-05-15 09:13:01.883330,https://meet.google.com/dyr-yhuk-gva - Google Chrome,1
696,2020-05-15 09:13:02.897921,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,3
697,2020-05-15 09:13:05.938286,Meet - Assy team morning Meeting - Google Chrome,11
698,2020-05-15 09:13:16.997369,Meet - dyr-yhuk-gva - Google Chrome,6
699,2020-05-15 09:13:23.037457,Meet - Assy team morning Meeting - Google Chrome,6
700,2020-05-15 09:13:29.073184,Meet - dyr-yhuk-gva - Google Chrome,86
701,2020-05-15 09:14:55.313373,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,12
702,2020-05-15 09:15:07.384332,(2) WhatsApp - Google Chrome,1
703,2020-05-15 09:15:08.443099,Meet - dyr-yhuk-gva - Google Chrome,16
704,2020-05-15 09:15:24.675306,Cortana,7
705,2020-05-15 09:15:31.730694,,1
706,2020-05-15 09:15:32.758860,Untitled - Notepad,150
707,2020-05-15 09:18:03.257375,Meet - dyr-yhuk-gva - Google Chrome,264
708,2020-05-15 09:22:27.931477,Your battery is running low.,22
709,2020-05-15 09:22:50.046299,Meet - dyr-yhuk-gva - Google Chrome,17
710,2020-05-15 09:23:07.069361,,2
711,2020-05-15 09:23:09.087274,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,15
712,2020-05-15 09:23:24.131322,Tensorflow Gcp Courses | Coursera - Google Chrome,2
713,2020-05-15 09:23:26.146924,How Google does Machine Learning - Home | Coursera - Google Chrome,1
714,2020-05-15 09:23:27.155688,Advanced Machine Learning with TensorFlow on Google Cloud Platform | Coursera - Google Chrome,2
715,2020-05-15 09:23:29.167264,"synonyms for contenr, index - Google Search - Google Chrome",2
716,2020-05-15 09:23:31.175455,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,3
717,2020-05-15 09:23:34.218948,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",64
718,2020-05-15 09:24:38.281596,Meet - dyr-yhuk-gva - Google Chrome,175
719,2020-05-15 09:27:33.401536,TICA - PowerPoint,60
720,2020-05-15 09:28:33.438508,,1
721,2020-05-15 09:28:34.449444,Meet - dyr-yhuk-gva - Google Chrome,321
722,2020-05-15 09:33:55.622546,,392
723,2020-05-15 09:40:27.844793,Meet - dyr-yhuk-gva - Google Chrome,282
724,2020-05-15 09:45:10.007156,,49
725,2020-05-15 09:45:59.041823,Meet - dyr-yhuk-gva - Google Chrome,6
726,2020-05-15 09:46:05.053516,TICA - PowerPoint,82
727,2020-05-15 09:47:27.114114,Meet - dyr-yhuk-gva - Google Chrome,114
728,2020-05-15 09:49:21.192209,,2
729,2020-05-15 09:49:23.202050,TICA - PowerPoint,231
730,2020-05-15 09:53:14.337025,Meet - dyr-yhuk-gva - Google Chrome,950
731,2020-05-15 10:09:04.907952,,2
732,2020-05-15 10:09:06.919135,HM3H - Capcity - Excel,14
733,2020-05-15 10:09:20.935655,Meet - dyr-yhuk-gva - Google Chrome,2
734,2020-05-15 10:09:22.944567,HM3H - Capcity - Excel,2
735,2020-05-15 10:09:24.953330,,1
736,2020-05-15 10:09:25.963071,Meet - dyr-yhuk-gva - Google Chrome,5
737,2020-05-15 10:09:30.976024,,2
738,2020-05-15 10:09:32.985954,HM3H - Capcity - Excel,18
739,2020-05-15 10:09:51.003571,Meet - dyr-yhuk-gva - Google Chrome,41
740,2020-05-15 10:10:32.036135,HM3H - Capcity - Excel,12
741,2020-05-15 10:10:44.058475,Meet - dyr-yhuk-gva - Google Chrome,2
742,2020-05-15 10:10:46.068457,,3
743,2020-05-15 10:10:49.078822,HM3H - Capcity - Excel,5
744,2020-05-15 10:10:54.090030,Meet - dyr-yhuk-gva - Google Chrome,3
745,2020-05-15 10:10:57.098100,HM3H - Capcity - Excel,9
746,2020-05-15 10:11:06.112999,Meet - dyr-yhuk-gva - Google Chrome,2
747,2020-05-15 10:11:08.125896,HM3H - Capcity - Excel,4
748,2020-05-15 10:11:12.134591,Meet - dyr-yhuk-gva - Google Chrome,639
749,2020-05-15 10:21:51.464012,,3
750,2020-05-15 10:21:54.474844,HM3H - Capcity - Excel,172
751,2020-05-15 10:24:46.804171,Meet - dyr-yhuk-gva - Google Chrome,150
752,2020-05-15 10:27:17.138562,,2
753,2020-05-15 10:27:19.162490,HM3H - Capcity - Excel,95
754,2020-05-15 10:28:54.446814,,2
755,2020-05-15 10:28:56.468092,TICA - PowerPoint,183
756,2020-05-15 10:32:00.001027,,2
757,2020-05-15 10:32:02.038046,TICA - PowerPoint,308
758,2020-05-15 10:37:10.917366,Meet - dyr-yhuk-gva - Google Chrome,3
759,2020-05-15 10:37:13.932895,(2) WhatsApp - Google Chrome,252
760,2020-05-15 10:41:26.657342,(3) WhatsApp - Google Chrome,23
761,2020-05-15 10:41:49.735076,(2) WhatsApp - Google Chrome,15
762,2020-05-15 10:42:04.782531,TICA - PowerPoint,7
763,2020-05-15 10:42:11.813358,,2
764,2020-05-15 10:42:13.839642,TICA - PowerPoint,307
765,2020-05-15 10:47:21.675391,,2
766,2020-05-15 10:47:23.692766,TICA - PowerPoint,104
767,2020-05-15 10:49:07.994963,,1
768,2020-05-15 10:49:09.009423,TICA - PowerPoint,1
769,2020-05-15 10:49:10.036053,,2
770,2020-05-15 10:49:12.057877,TICA - PowerPoint,15
771,2020-05-15 10:49:27.102944,New notification,1
772,2020-05-15 10:49:28.130261,TICA - PowerPoint,137
773,2020-05-15 10:51:45.533938,,1
